xmin	xmax	key	clickSelects.variable	clickSelects.value	showSelected.variable	showSelected.value	group
0.7	0.9	0.8 2.2	log10.penalty	0.8	log10.penalty	2.2	71
0.9	1.1	1 2.2	log10.penalty	1	log10.penalty	2.2	87
1.1	1.3	1.2 2.2	log10.penalty	1.2	log10.penalty	2.2	102
1.3	1.5	1.4 2.2	log10.penalty	1.4	log10.penalty	2.2	117
1.5	1.7	1.6 2.2	log10.penalty	1.6	log10.penalty	2.2	132
1.7	1.9	1.8 2.2	log10.penalty	1.8	log10.penalty	2.2	147
1.9	2.1	2 2.2	log10.penalty	2	log10.penalty	2.2	162
2.1	2.3	1	log10.penalty	2.2	log10.penalty	2.2	76
2.3	2.5	2.4 2.2	log10.penalty	2.4	log10.penalty	2.2	193
2.5	2.7	2.6 2.2	log10.penalty	2.6	log10.penalty	2.2	208
2.7	2.9	2.8 2.2	log10.penalty	2.8	log10.penalty	2.2	223
2.9	3.1	3 2.2	log10.penalty	3	log10.penalty	2.2	238
-0.1	0.1	0 2.4	log10.penalty	0	log10.penalty	2.4	12
0.1	0.3	0.2 2.4	log10.penalty	0.2	log10.penalty	2.4	27
0.3	0.5	0.4 2.4	log10.penalty	0.4	log10.penalty	2.4	42
0.5	0.7	0.6 2.4	log10.penalty	0.6	log10.penalty	2.4	57
0.7	0.9	0.8 2.4	log10.penalty	0.8	log10.penalty	2.4	72
0.9	1.1	1 2.4	log10.penalty	1	log10.penalty	2.4	88
1.1	1.3	1.2 2.4	log10.penalty	1.2	log10.penalty	2.4	103
1.3	1.5	1.4 2.4	log10.penalty	1.4	log10.penalty	2.4	118
1.5	1.7	1.6 2.4	log10.penalty	1.6	log10.penalty	2.4	133
1.7	1.9	1.8 2.4	log10.penalty	1.8	log10.penalty	2.4	148
1.9	2.1	2 2.4	log10.penalty	2	log10.penalty	2.4	163
2.1	2.3	2.2 2.4	log10.penalty	2.2	log10.penalty	2.4	178
2.3	2.5	1	log10.penalty	2.4	log10.penalty	2.4	76
2.5	2.7	2.6 2.4	log10.penalty	2.6	log10.penalty	2.4	209
2.7	2.9	2.8 2.4	log10.penalty	2.8	log10.penalty	2.4	224
2.9	3.1	3 2.4	log10.penalty	3	log10.penalty	2.4	239
-0.1	0.1	0 2.6	log10.penalty	0	log10.penalty	2.6	13
0.1	0.3	0.2 2.6	log10.penalty	0.2	log10.penalty	2.6	28
0.3	0.5	0.4 2.6	log10.penalty	0.4	log10.penalty	2.6	43
0.5	0.7	0.6 2.6	log10.penalty	0.6	log10.penalty	2.6	58
0.7	0.9	0.8 2.6	log10.penalty	0.8	log10.penalty	2.6	73
0.9	1.1	1 2.6	log10.penalty	1	log10.penalty	2.6	89
1.1	1.3	1.2 2.6	log10.penalty	1.2	log10.penalty	2.6	104
1.3	1.5	1.4 2.6	log10.penalty	1.4	log10.penalty	2.6	119
1.5	1.7	1.6 2.6	log10.penalty	1.6	log10.penalty	2.6	134
1.7	1.9	1.8 2.6	log10.penalty	1.8	log10.penalty	2.6	149
1.9	2.1	2 2.6	log10.penalty	2	log10.penalty	2.6	164
2.1	2.3	2.2 2.6	log10.penalty	2.2	log10.penalty	2.6	179
2.3	2.5	2.4 2.6	log10.penalty	2.4	log10.penalty	2.6	194
2.5	2.7	1	log10.penalty	2.6	log10.penalty	2.6	76
2.7	2.9	2.8 2.6	log10.penalty	2.8	log10.penalty	2.6	225
2.9	3.1	3 2.6	log10.penalty	3	log10.penalty	2.6	240
-0.1	0.1	0 2.8	log10.penalty	0	log10.penalty	2.8	14
0.1	0.3	0.2 2.8	log10.penalty	0.2	log10.penalty	2.8	29
0.3	0.5	0.4 2.8	log10.penalty	0.4	log10.penalty	2.8	44
0.5	0.7	0.6 2.8	log10.penalty	0.6	log10.penalty	2.8	59
0.7	0.9	0.8 2.8	log10.penalty	0.8	log10.penalty	2.8	74
0.9	1.1	1 2.8	log10.penalty	1	log10.penalty	2.8	90
1.1	1.3	1.2 2.8	log10.penalty	1.2	log10.penalty	2.8	105
1.3	1.5	1.4 2.8	log10.penalty	1.4	log10.penalty	2.8	120
1.5	1.7	1.6 2.8	log10.penalty	1.6	log10.penalty	2.8	135
1.7	1.9	1.8 2.8	log10.penalty	1.8	log10.penalty	2.8	150
1.9	2.1	2 2.8	log10.penalty	2	log10.penalty	2.8	165
2.1	2.3	2.2 2.8	log10.penalty	2.2	log10.penalty	2.8	180
2.3	2.5	2.4 2.8	log10.penalty	2.4	log10.penalty	2.8	195
2.5	2.7	2.6 2.8	log10.penalty	2.6	log10.penalty	2.8	210
2.7	2.9	1	log10.penalty	2.8	log10.penalty	2.8	76
2.9	3.1	3 2.8	log10.penalty	3	log10.penalty	2.8	241
-0.1	0.1	0 3	log10.penalty	0	log10.penalty	3	15
0.1	0.3	0.2 3	log10.penalty	0.2	log10.penalty	3	30
0.3	0.5	0.4 3	log10.penalty	0.4	log10.penalty	3	45
0.5	0.7	0.6 3	log10.penalty	0.6	log10.penalty	3	60
0.7	0.9	0.8 3	log10.penalty	0.8	log10.penalty	3	75
0.9	1.1	1 3	log10.penalty	1	log10.penalty	3	91
1.1	1.3	1.2 3	log10.penalty	1.2	log10.penalty	3	106
1.3	1.5	1.4 3	log10.penalty	1.4	log10.penalty	3	121
1.5	1.7	1.6 3	log10.penalty	1.6	log10.penalty	3	136
1.7	1.9	1.8 3	log10.penalty	1.8	log10.penalty	3	151
1.9	2.1	2 3	log10.penalty	2	log10.penalty	3	166
2.1	2.3	2.2 3	log10.penalty	2.2	log10.penalty	3	181
2.3	2.5	2.4 3	log10.penalty	2.4	log10.penalty	3	196
2.5	2.7	2.6 3	log10.penalty	2.6	log10.penalty	3	211
2.7	2.9	2.8 3	log10.penalty	2.8	log10.penalty	3	226
2.9	3.1	1	log10.penalty	3	log10.penalty	3	76
