x	xend	y	yend	key	showSelected1
48.5	50.5	6.64528770820067	6.64528770820067	0 48.5	0
50.5	51.5	9.45367780346248	9.45367780346248	0 50.5	0
51.5	52.5	6.38111819626954	6.38111819626954	0 51.5	0
52.5	53.5	8.53417023191048	8.53417023191048	0 52.5	0
53.5	55.5	4.85131115365749	4.85131115365749	0 53.5	0
55.5	57.5	6.5109574978535	6.5109574978535	0 55.5	0
57.5	59.5	10.2795996302343	10.2795996302343	0 57.5	0
59.5	60.5	6.42971567784639	6.42971567784639	0 59.5	0
0.5	1.5	8.07613316816024	8.07613316816024	0.2 0.5	0.2
1.5	3.5	9.96626249336278	9.96626249336278	0.2 1.5	0.2
3.5	4.5	7.69573622816973	7.69573622816973	0.2 3.5	0.2
4.5	7.5	10.2075496683335	10.2075496683335	0.2 4.5	0.2
7.5	8.5	12.2332204254305	12.2332204254305	0.2 7.5	0.2
8.5	9.5	7.56228516884403	7.56228516884403	0.2 8.5	0.2
9.5	10.5	12.5347374441798	12.5347374441798	0.2 9.5	0.2
10.5	13.5	8.27176089533077	8.27176089533077	0.2 10.5	0.2
13.5	15.5	10.4046980763018	10.4046980763018	0.2 13.5	0.2
15.5	18.5	8.72738895197666	8.72738895197666	0.2 15.5	0.2
18.5	19.5	12.4486272485612	12.4486272485612	0.2 18.5	0.2
19.5	20.5	10.3996232159659	10.3996232159659	0.2 19.5	0.2
20.5	23.5	13.8503249100003	13.8503249100003	0.2 20.5	0.2
23.5	24.5	11.6670503199397	11.6670503199397	0.2 23.5	0.2
24.5	26.5	13.7744722301274	13.7744722301274	0.2 24.5	0.2
26.5	28.5	17.1726829041756	17.1726829041756	0.2 26.5	0.2
28.5	29.5	14.8558430518269	14.8558430518269	0.2 28.5	0.2
29.5	30.5	12.7264354038014	12.7264354038014	0.2 29.5	0.2
30.5	34.5	16.608306247959	16.608306247959	0.2 30.5	0.2
34.5	35.5	14.2957407661086	14.2957407661086	0.2 34.5	0.2
35.5	37.5	17.0058735022176	17.0058735022176	0.2 35.5	0.2
37.5	38.5	15.0765040282885	15.0765040282885	0.2 37.5	0.2
38.5	39.5	13.0414324600075	13.0414324600075	0.2 38.5	0.2
39.5	40.5	16.587522461745	16.587522461745	0.2 39.5	0.2
40.5	41.5	9.57301374401891	9.57301374401891	0.2 40.5	0.2
41.5	42.5	7.37907373808139	7.37907373808139	0.2 41.5	0.2
42.5	43.5	11.3977696911182	11.3977696911182	0.2 42.5	0.2
43.5	44.5	6.41081258290137	6.41081258290137	0.2 43.5	0.2
44.5	45.5	8.69687543236012	8.69687543236012	0.2 44.5	0.2
45.5	46.5	3.46919785296439	3.46919785296439	0.2 45.5	0.2
46.5	47.5	7.67558944194354	7.67558944194354	0.2 46.5	0.2
47.5	48.5	10.2617299829178	10.2617299829178	0.2 47.5	0.2
48.5	50.5	6.64528770820067	6.64528770820067	0.2 48.5	0.2
50.5	51.5	9.45367780346248	9.45367780346248	0.2 50.5	0.2
51.5	52.5	6.38111819626954	6.38111819626954	0.2 51.5	0.2
52.5	53.5	8.53417023191048	8.53417023191048	0.2 52.5	0.2
53.5	55.5	4.85131115365749	4.85131115365749	0.2 53.5	0.2
55.5	57.5	6.5109574978535	6.5109574978535	0.2 55.5	0.2
57.5	59.5	10.2795996302343	10.2795996302343	0.2 57.5	0.2
59.5	60.5	6.42971567784639	6.42971567784639	0.2 59.5	0.2
0.5	4.5	8.92609859576388	8.92609859576388	0.4 0.5	0.4
4.5	7.5	10.2075496683335	10.2075496683335	0.4 4.5	0.4
7.5	8.5	12.2332204254305	12.2332204254305	0.4 7.5	0.4
8.5	9.5	7.56228516884403	7.56228516884403	0.4 8.5	0.4
9.5	10.5	12.5347374441798	12.5347374441798	0.4 9.5	0.4
10.5	13.5	8.27176089533077	8.27176089533077	0.4 10.5	0.4
13.5	15.5	10.4046980763018	10.4046980763018	0.4 13.5	0.4
15.5	18.5	8.72738895197666	8.72738895197666	0.4 15.5	0.4
18.5	20.5	11.4241252322636	11.4241252322636	0.4 18.5	0.4
20.5	26.5	13.4611615850326	13.4611615850326	0.4 20.5	0.4
26.5	28.5	17.1726829041756	17.1726829041756	0.4 26.5	0.4
28.5	30.5	13.7911392278141	13.7911392278141	0.4 28.5	0.4
30.5	38.5	16.2271520988335	16.2271520988335	0.4 30.5	0.4
38.5	39.5	13.0414324600075	13.0414324600075	0.4 38.5	0.4
39.5	40.5	16.587522461745	16.587522461745	0.4 39.5	0.4
40.5	42.5	8.47604374105015	8.47604374105015	0.4 40.5	0.4
42.5	43.5	11.3977696911182	11.3977696911182	0.4 42.5	0.4
43.5	44.5	6.41081258290137	6.41081258290137	0.4 43.5	0.4
44.5	45.5	8.69687543236012	8.69687543236012	0.4 44.5	0.4
45.5	46.5	3.46919785296439	3.46919785296439	0.4 45.5	0.4
46.5	47.5	7.67558944194354	7.67558944194354	0.4 46.5	0.4
47.5	48.5	10.2617299829178	10.2617299829178	0.4 47.5	0.4
48.5	50.5	6.64528770820067	6.64528770820067	0.4 48.5	0.4
50.5	51.5	9.45367780346248	9.45367780346248	0.4 50.5	0.4
51.5	53.5	7.45764421409001	7.45764421409001	0.4 51.5	0.4
53.5	55.5	4.85131115365749	4.85131115365749	0.4 53.5	0.4
55.5	57.5	6.5109574978535	6.5109574978535	0.4 55.5	0.4
57.5	59.5	10.2795996302343	10.2795996302343	0.4 57.5	0.4
59.5	60.5	6.42971567784639	6.42971567784639	0.4 59.5	0.4
0.5	7.5	9.47529191257944	9.47529191257944	0.6 0.5	0.6
7.5	8.5	12.2332204254305	12.2332204254305	0.6 7.5	0.6
8.5	9.5	7.56228516884403	7.56228516884403	0.6 8.5	0.6
9.5	10.5	12.5347374441798	12.5347374441798	0.6 9.5	0.6
10.5	18.5	8.97585571181574	8.97585571181574	0.6 10.5	0.6
18.5	20.5	11.4241252322636	11.4241252322636	0.6 18.5	0.6
20.5	26.5	13.4611615850326	13.4611615850326	0.6 20.5	0.6
26.5	28.5	17.1726829041756	17.1726829041756	0.6 26.5	0.6
28.5	30.5	13.7911392278141	13.7911392278141	0.6 28.5	0.6
30.5	38.5	16.2271520988335	16.2271520988335	0.6 30.5	0.6
38.5	39.5	13.0414324600075	13.0414324600075	0.6 38.5	0.6
39.5	40.5	16.587522461745	16.587522461745	0.6 39.5	0.6
40.5	42.5	8.47604374105015	8.47604374105015	0.6 40.5	0.6
42.5	43.5	11.3977696911182	11.3977696911182	0.6 42.5	0.6
43.5	45.5	7.55384400763074	7.55384400763074	0.6 43.5	0.6
45.5	46.5	3.46919785296439	3.46919785296439	0.6 45.5	0.6
46.5	53.5	7.94240872470074	7.94240872470074	0.6 46.5	0.6
53.5	57.5	5.68113432575549	5.68113432575549	0.6 53.5	0.6
57.5	59.5	10.2795996302343	10.2795996302343	0.6 57.5	0.6
59.5	60.5	6.42971567784639	6.42971567784639	0.6 59.5	0.6
0.5	18.5	9.4702295622798	9.4702295622798	0.8 0.5	0.8
18.5	26.5	12.9519024968403	12.9519024968403	0.8 18.5	0.8
26.5	40.5	15.8124154268857	15.8124154268857	0.8 26.5	0.8
40.5	45.5	8.691509037696	8.691509037696	0.8 40.5	0.8
45.5	46.5	3.46919785296439	3.46919785296439	0.8 45.5	0.8
46.5	53.5	7.94240872470074	7.94240872470074	0.8 46.5	0.8
53.5	57.5	5.68113432575549	5.68113432575549	0.8 53.5	0.8
57.5	59.5	10.2795996302343	10.2795996302343	0.8 57.5	0.8
59.5	60.5	6.42971567784639	6.42971567784639	0.8 59.5	0.8
0.5	18.5	9.4702295622798	9.4702295622798	1 0.5	1
18.5	26.5	12.9519024968403	12.9519024968403	1 18.5	1
26.5	40.5	15.8124154268857	15.8124154268857	1 26.5	1
40.5	45.5	8.691509037696	8.691509037696	1 40.5	1
45.5	46.5	3.46919785296439	3.46919785296439	1 45.5	1
46.5	53.5	7.94240872470074	7.94240872470074	1 46.5	1
53.5	57.5	5.68113432575549	5.68113432575549	1 53.5	1
57.5	60.5	8.9963049794383	8.9963049794383	1 57.5	1
0.5	18.5	9.4702295622798	9.4702295622798	1.2 0.5	1.2
18.5	26.5	12.9519024968403	12.9519024968403	1.2 18.5	1.2
26.5	40.5	15.8124154268857	15.8124154268857	1.2 26.5	1.2
40.5	60.5	7.61185281778433	7.61185281778433	1.2 40.5	1.2
0.5	20.5	9.66561912927817	9.66561912927817	1.4 0.5	1.4
20.5	40.5	15.1070392743298	15.1070392743298	1.4 20.5	1.4
40.5	60.5	7.61185281778433	7.61185281778433	1.4 40.5	1.4
0.5	20.5	9.66561912927817	9.66561912927817	1.6 0.5	1.6
20.5	40.5	15.1070392743298	15.1070392743298	1.6 20.5	1.6
40.5	60.5	7.61185281778433	7.61185281778433	1.6 40.5	1.6
0.5	20.5	9.66561912927817	9.66561912927817	1.8 0.5	1.8
20.5	40.5	15.1070392743298	15.1070392743298	1.8 20.5	1.8
40.5	60.5	7.61185281778433	7.61185281778433	1.8 40.5	1.8
0.5	20.5	9.66561912927817	9.66561912927817	2 0.5	2
20.5	40.5	15.1070392743298	15.1070392743298	2 20.5	2
40.5	60.5	7.61185281778433	7.61185281778433	2 40.5	2
0.5	20.5	9.66561912927817	9.66561912927817	2.2 0.5	2.2
20.5	40.5	15.1070392743298	15.1070392743298	2.2 20.5	2.2
40.5	60.5	7.61185281778433	7.61185281778433	2.2 40.5	2.2
0.5	20.5	9.66561912927817	9.66561912927817	2.4 0.5	2.4
20.5	40.5	15.1070392743298	15.1070392743298	2.4 20.5	2.4
40.5	60.5	7.61185281778433	7.61185281778433	2.4 40.5	2.4
0.5	60.5	10.7948370737974	10.7948370737974	2.6 0.5	2.6
0.5	60.5	10.7948370737974	10.7948370737974	2.8 0.5	2.8
0.5	60.5	10.7948370737974	10.7948370737974	3 0.5	3
