x	y	label	showSelected1	group
0	5	changes=39	0	-1
0	5	changes=39	0.2	-1
0	5	changes=28	0.4	-1
0	5	changes=19	0.6	-1
0	5	changes=8	0.8	-1
0	5	changes=7	1	-1
0	5	changes=3	1.2	-1
0	5	changes=2	1.4	-1
0	5	changes=2	1.6	-1
0	5	changes=2	1.8	-1
0	5	changes=2	2	-1
0	5	changes=2	2.2	-1
0	5	changes=2	2.4	-1
0	5	changes=0	2.6	-1
0	5	changes=0	2.8	-1
0	5	changes=0	3	-1
